codigo_municipio,municipio,grupo,variable,mes,total-H,total-M,TOTAL-H1,TOTAL-M1,TOTAL
50602,VITICHI,violencia intrafamiliar,violencia contra la mujer,2002-12-01,1,0,1,0,1
10102,YOTALA,violencia intrafamiliar,violencia contra la mujer,2002-12-01,3,0,3,0,3
60402,YUNCHARA,violencia intrafamiliar,violencia contra la mujer,2002-12-01,1,0,1,0,1
10301,ZUDAÑEZ,violencia intrafamiliar,violencia contra la mujer,2002-12-01,1,0,1,0,1
20201,ACHACACHI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
30201,AIQUILE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
20202,ANCORAIMES,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
71501,ASCENCION DE GUARAYOS,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
20503,AUCAPATA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
70703,CABEZAS,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
20905,CAIROMA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
21003,CAJUATA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,4,0,4,0,4
70706,CAMIRI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
22001,CARANAVI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,18,0,18,0,18
50202,CHAYANTA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
31204,CHIMORE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
40302,CHOQUE COTA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
20501,CHUMA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,16,0,16,0,16
21307,COLLANA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
31002,COLOMI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
21401,COROICO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,4,0,4,0,4
10902,CULPINA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
20804,DESAGUADERO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,77,0,77,0,77
71503,EL PUENTE(STC),violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
60502,EL PUENTE(TJA),violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
70105,EL TORNO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
41101,EUCALIPTUS,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
40701,HUANUNI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,6,0,6,0,6
10703,INCAHUASI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
21102,IRUPANA (VILLA DE LANZA),violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
21105,LA ASUNTA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
20101,LA PAZ,violencia intrafamiliar,violencia contra la mujer,2003-01-01,22,0,22,0,22
21202,LAJA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,14,0,14,0,14
71003,MINEROS,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
31301,MIZQUE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
20402,MOCOMOCO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,6,0,6,0,6
71001,MONTERO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,37,0,37,0,37
30302,MOROCHATA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
40101,ORURO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,5,0,5,0,5
10401,PADILLA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
70502,PAILON,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
70902,PAMPA GRANDE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
21305,PATACAMAYA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,11,0,11,0,11
20702,PELECHUCO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
50403,POCOATA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
31203,POCONA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,4,0,4,0,4
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la mujer,2003-01-01,9,0,9,0,9
10103,POROMA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
70804,POSTRER VALLE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,7,0,7,0,7
70805,PUCARA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
21201,PUCARANI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
90301,PUERTO GONZALO MORENO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
21204,PUERTO PEREZ,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
51101,PUNA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
31001,SACABA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
80302,SAN BORJA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,5,0,5,0,5
71104,SAN JULIAN,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
90302,SAN LORENZO(PND),violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
10702,SAN LUCAS,violencia intrafamiliar,violencia contra la mujer,2003-01-01,4,0,4,0,4
70302,SAN MIGUEL DE VELASCO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
50501,SAN PEDRO DE BUENA VISTA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
70602,SANTA ROSA DEL SARA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
20601,SORATA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,10,0,10,0,10
20603,TACACOMA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,6,0,6,0,6
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,8,0,8,0,8
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
41001,TOLEDO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,3,0,3,0,3
51202,TOMAVE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
10402,TOMINA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
31201,TOTORA(CBBA),violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
50201,UNCIA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
51201,UYUNI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,14,0,14,0,14
70801,VALLEGRANDE,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
20801,VIACHA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
31302,VILA VILA,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
60303,VILLA MONTES,violencia intrafamiliar,violencia contra la mujer,2003-01-01,9,0,9,0,9
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,12,0,12,0,12
51501,VILLAZON,violencia intrafamiliar,violencia contra la mujer,2003-01-01,14,0,14,0,14
30904,VINTO,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
50602,VITICHI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
70201,WARNES,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
10602,YAMPARAEZ,violencia intrafamiliar,violencia contra la mujer,2003-01-01,1,0,1,0,1
21103,YANACACHI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,2,0,2,0,2
70403,YAPACANI,violencia intrafamiliar,violencia contra la mujer,2003-01-01,7,0,7,0,7
20201,ACHACACHI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,4,0,4,0,4
20202,ANCORAIMES,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
30402,ANZALDO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,6,0,6,0,6
50802,ATOCHA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
20502,AYATA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
10201,AZURDUY,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,6,0,6,0,6
70703,CABEZAS,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21003,CAJUATA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21304,CALAMARCA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,3,0,3,0,3
40102,CARACOLLO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,3,0,3,0,3
40302,CHOQUE COTA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
20501,CHUMA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
30801,CLIZA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
90101,COBIJA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,17,0,17,0,17
31002,COLOMI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,3,0,3,0,3
71301,COMARAPA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
21401,COROICO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
20804,DESAGUADERO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,64,0,64,0,64
71503,EL PUENTE(STC),violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
60502,EL PUENTE(TJA),violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
10405,EL VILLAR,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
70705,GUTIERREZ,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
10502,HUACARETA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
40701,HUANUNI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21102,IRUPANA (VILLA DE LANZA),violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21105,LA ASUNTA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
20101,LA PAZ,violencia intrafamiliar,violencia contra la mujer,2003-02-01,15,0,15,0,15
70701,LAGUNILLAS,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21202,LAJA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
50203,LLALLAGUA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,23,0,23,0,23
80801,MAGDALENA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
71003,MINEROS,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
31301,MIZQUE,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
20402,MOCOMOCO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,3,0,3,0,3
71001,MONTERO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,21,0,21,0,21
40101,ORURO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
21305,PATACAMAYA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
40602,PAZÑA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
20702,PELECHUCO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
50403,POCOATA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
31203,POCONA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
10103,POROMA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21201,PUCARANI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
20403,PUERTO CARABUCO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
80201,RIBERALTA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,25,0,25,0,25
30404,SACABAMBA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
80501,SAN IGNACIO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,9,0,9,0,9
10702,SAN LUCAS,violencia intrafamiliar,violencia contra la mujer,2003-02-01,3,0,3,0,3
70302,SAN MIGUEL DE VELASCO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
41401,SANTIAGO DE HUARI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
30902,SIPE SIPE,violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
10403,SOPACHUY,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra la mujer,2003-02-01,16,0,16,0,16
31101,TAPACARI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
10601,TARABUCO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,6,0,6,0,6
10202,TARVITA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,6,0,6,0,6
20803,TIAWANACU,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
30802,TOCO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
41301,TOTORA(ORR),violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
60401,URIONDO (A. CONCEPCION),violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
71502,URUBICHA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
20801,VIACHA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
60303,VILLA MONTES,violencia intrafamiliar,violencia contra la mujer,2003-02-01,10,0,10,0,10
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra la mujer,2003-02-01,3,0,3,0,3
51501,VILLAZON,violencia intrafamiliar,violencia contra la mujer,2003-02-01,9,0,9,0,9
30904,VINTO,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
70201,WARNES,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
60301,YACUIBA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
21103,YANACACHI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,1,0,1,0,1
70403,YAPACANI,violencia intrafamiliar,violencia contra la mujer,2003-02-01,5,0,5,0,5
60402,YUNCHARA,violencia intrafamiliar,violencia contra la mujer,2003-02-01,2,0,2,0,2
51302,ACACIO,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
20201,ACHACACHI,violencia intrafamiliar,violencia contra la mujer,2003-03-01,3,0,3,0,3
20202,ANCORAIMES,violencia intrafamiliar,violencia contra la mujer,2003-03-01,3,0,3,0,3
20701,APOLO,violencia intrafamiliar,violencia contra la mujer,2003-03-01,4,0,4,0,4
21203,BATALLAS,violencia intrafamiliar,violencia contra la mujer,2003-03-01,5,0,5,0,5
60202,BERMEJO,violencia intrafamiliar,violencia contra la mujer,2003-03-01,4,0,4,0,4
50301,BETANZOS,violencia intrafamiliar,violencia contra la mujer,2003-03-01,2,0,2,0,2
20905,CAIROMA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra la mujer,2003-03-01,4,0,4,0,4
70706,CAMIRI,violencia intrafamiliar,violencia contra la mujer,2003-03-01,2,0,2,0,2
30701,CAPINOTA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,2,0,2,0,2
22001,CARANAVI,violencia intrafamiliar,violencia contra la mujer,2003-03-01,6,0,6,0,6
60302,CARAPARI,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
40201,CHALLAPATA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,5,0,5,0,5
30101,COCHABAMBA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,17,0,17,0,17
21307,COLLANA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
31002,COLOMI,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
71301,COMARAPA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,2,0,2,0,2
21401,COROICO,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
50601,COTAGAITA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
70102,COTOCA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,3,0,3,0,3
10902,CULPINA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
21602,CURVA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra la mujer,2003-03-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra la mujer,2003-03-01,55,0,55,0,55
60502,EL PUENTE(TJA),violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
70105,EL TORNO,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
10405,EL VILLAR,violencia intrafamiliar,violencia contra la mujer,2003-03-01,3,0,3,0,3
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra la mujer,2003-03-01,2,0,2,0,2
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
10502,HUACARETA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,1,0,1,0,1
41601,HUAYLLAMARCA,violencia intrafamiliar,violencia contra la mujer,2003-03-01,4,0,4,0,4
21001,INQUISIVI,violencia intrafamiliar,violencia contra la mujer,2003-03-01,2,0,2,0,2
